NIVEL1;NIVEL2;NIVEL3;CATEGORIA;VALOR
LS;Porto Nobre;Vara 4;Banco Vantis;8
SA;Santa Elis;Vara 1;Banco Vantis;13
VN;Porto Nobre;Vara 2;Banco Cordilheira;15
BC;Porto Nobre;Vara 2;Banco Aurora;5
VN;Alto Rubro;Vara 5;Banco Meridiano;16
IL;Cruzeiro Novo;Vara 6;Banco Solaris;19
SA;Porto Nobre;Vara 4;Crediluz;21
LS;Porto Nobre;Vara 3;Banco Meridiano;11
SA;Porto Nobre;Vara 3;Banco Vantis;13
VN;Porto Nobre;Vara 3;Banco Meridiano;17
SA;Porto Nobre;Vara 2;Banco Meridiano;17
BC;Vila Aurora;Vara 5;Crediluz;22
SA;Pedra Fria;Vara 4;Norvel Crédito;14
BC;Porto Nobre;Vara 6;Banco Aurora;10
LS;Porto Nobre;Vara 2;Banco Aurora;28
SA;Porto Nobre;Vara 4;Crediluz;95
VN;Porto Nobre;Vara 6;Banco Aurora;183
SA;Pedra Fria;Vara 3;Banco Aurora;39
CV;Santa Elis;Vara 1;Norvel Crédito;17
LS;Alto Rubro;Vara 3;Banco Aurora;11
SA;Porto Nobre;Vara 4;Banco Aurora;9
MR;Cruzeiro Novo;Vara 1;Banco Vantis;135
VN;Porto Nobre;Vara 6;Banco Aurora;27
PN;Serra Nova;Vara 6;Norvel Crédito;13
LS;Porto Nobre;Vara 5;Banco Meridiano;6
VN;Alto Rubro;Vara 1;Banco Aurora;14
SA;Barra Limpa;Vara 3;Crediluz;18
TB;Porto Nobre;Vara 6;Banco Aurora;12
CV;Santa Elis;Vara 1;Banco Vantis;11
TB;Lagoa Azul;Vara 3;Banco Meridiano;18
LS;Barra Limpa;Vara 3;Crediluz;67
PN;Porto Nobre;Vara 2;Banco Aurora;17
MR;Porto Nobre;Vara 3;Banco Solaris;58
MR;Porto Nobre;Vara 6;Banco Aurora;64
VN;Santa Elis;Vara 2;Banco Meridiano;42
VN;Santa Elis;Vara 6;Banco Aurora;9
LS;Porto Nobre;Vara 4;Banco Meridiano;8
VN;Porto Nobre;Vara 2;Banco Vantis;26
SA;Porto Nobre;Vara 5;Crediluz;22
MR;Porto Nobre;Vara 3;Crediluz;92
VN;Porto Nobre;Vara 2;Banco Meridiano;7
TB;Porto Nobre;Vara 4;Banco Vantis;6
SA;Porto Nobre;Vara 1;Banco Aurora;9
CV;Porto Nobre;Vara 2;Banco Aurora;15
VN;Porto Nobre;Vara 3;Banco Aurora;36
CV;Alto Rubro;Vara 1;Banco Cordilheira;9
SA;Porto Nobre;Vara 4;Banco Meridiano;9
MR;Porto Nobre;Vara 5;Crediluz;65
VN;Serra Nova;Vara 1;Banco Vantis;20
SA;Porto Nobre;Vara 5;Banco Solaris;38
SA;Porto Nobre;Vara 3;Banco Meridiano;11
PN;Cruzeiro Novo;Vara 4;Banco Aurora;8
SA;Serra Nova;Vara 3;Banco Meridiano;15
VN;Porto Nobre;Vara 6;Banco Meridiano;13
TB;Porto Nobre;Vara 2;Banco Solaris;11
VN;Pedra Fria;Vara 6;Banco Aurora;11
PN;Porto Nobre;Vara 2;Banco Aurora;19
BC;Lagoa Azul;Vara 6;Banco Meridiano;13
SA;Barra Limpa;Vara 3;Banco Vantis;12
PN;Monte Claro do Vale;Vara 3;Banco Aurora;17
IL;Cruzeiro Novo;Vara 1;Banco Vantis;7
CV;Porto Nobre;Vara 4;Crediluz;542
SD;Porto Nobre;Vara 3;Crediluz;33
LS;Monte Claro do Vale;Vara 2;Banco Aurora;8
VN;Monte Claro do Vale;Vara 2;Banco Meridiano;11
SD;Porto Nobre;Vara 6;Banco Aurora;13
TB;Porto Nobre;Vara 6;Banco Aurora;37
SA;Pedra Fria;Vara 4;Banco Aurora;12
SA;Vila Aurora;Vara 1;Banco Aurora;13
SA;Cruzeiro Novo;Vara 4;Banco Meridiano;9
LS;Porto Nobre;Vara 5;Banco Vantis;10
CV;Cruzeiro Novo;Vara 4;Banco Vantis;6
BC;Porto Nobre;Vara 2;Banco Aurora;13
BC;Pedra Fria;Vara 4;Crediluz;17
PN;Serra Nova;Vara 5;Banco Meridiano;9
LS;Porto Nobre;Vara 3;Banco Meridiano;7
LS;Pedra Fria;Vara 1;Banco Meridiano;10
VN;Alto Rubro;Vara 2;Banco Solaris;14
LS;Porto Nobre;Vara 3;Banco Meridiano;22
LS;Cruzeiro Novo;Vara 3;Banco Solaris;33
LS;Porto Nobre;Vara 4;Banco Meridiano;26
SA;Porto Nobre;Vara 6;Banco Aurora;14
CV;Monte Claro do Vale;Vara 6;Banco Meridiano;20
LS;Porto Nobre;Vara 4;Banco Aurora;14
SA;Porto Nobre;Vara 3;Norvel Crédito;11
SA;Monte Claro do Vale;Vara 6;Norvel Crédito;46
IL;Alto Rubro;Vara 5;Banco Solaris;19
SA;Cruzeiro Novo;Vara 4;Banco Meridiano;15
SA;Pedra Fria;Vara 6;Banco Solaris;10
CV;Cruzeiro Novo;Vara 5;Banco Aurora;18
SA;Serra Nova;Vara 2;Banco Aurora;8
CV;Serra Nova;Vara 3;Banco Aurora;13
SA;Porto Nobre;Vara 5;Banco Vantis;7
VN;Lagoa Azul;Vara 2;Banco Solaris;8
CV;Porto Nobre;Vara 6;Banco Aurora;9
VN;Monte Claro do Vale;Vara 6;Banco Vantis;22
VN;Vila Aurora;Vara 1;Banco Aurora;9
SA;Porto Nobre;Vara 4;Banco Meridiano;12
CV;Porto Nobre;Vara 2;Banco Vantis;29
PN;Porto Nobre;Vara 1;Crediluz;34
MR;Cruzeiro Novo;Vara 1;Banco Aurora;45
CV;Serra Nova;Vara 1;Banco Vantis;14
PN;Lagoa Azul;Vara 2;Banco Meridiano;52
PN;Serra Nova;Vara 4;Banco Solaris;8
LS;Porto Nobre;Vara 6;Banco Aurora;12
VN;Porto Nobre;Vara 4;Banco Meridiano;16
SA;Porto Nobre;Vara 4;Banco Aurora;25
VN;Porto Nobre;Vara 4;Banco Aurora;15
SA;Alto Rubro;Vara 2;Banco Meridiano;58
VN;Porto Nobre;Vara 2;Banco Solaris;29
MR;Porto Nobre;Vara 1;Crediluz;77
SA;Alto Rubro;Vara 6;Crediluz;111
BC;Porto Nobre;Vara 4;Crediluz;15
LS;Porto Nobre;Vara 4;Banco Vantis;8
IL;Porto Nobre;Vara 3;Banco Aurora;21
SA;Porto Nobre;Vara 4;Banco Vantis;11
LS;Porto Nobre;Vara 2;Banco Vantis;4
VN;Porto Nobre;Vara 2;Crediluz;86
SD;Alto Rubro;Vara 2;Banco Aurora;15
CV;Porto Nobre;Vara 1;Banco Vantis;14
CV;Porto Nobre;Vara 1;Banco Aurora;13
LS;Porto Nobre;Vara 1;Crediluz;12
SA;Porto Nobre;Vara 6;Crediluz;30
TB;Porto Nobre;Vara 1;Banco Aurora;17
VN;Porto Nobre;Vara 6;Banco Aurora;15
CV;Porto Nobre;Vara 2;Banco Meridiano;18
CV;Porto Nobre;Vara 2;Banco Meridiano;56
SA;Pedra Fria;Vara 3;Norvel Crédito;7
PN;Porto Nobre;Vara 5;Banco Vantis;11
SA;Lagoa Azul;Vara 4;Banco Aurora;14
CV;Porto Nobre;Vara 6;Crediluz;24
MR;Porto Nobre;Vara 4;Norvel Crédito;51
CV;Monte Claro do Vale;Vara 1;Crediluz;30
TB;Porto Nobre;Vara 6;Banco Vantis;9
LS;Porto Nobre;Vara 4;Banco Aurora;76
TB;Porto Nobre;Vara 5;Crediluz;14
LS;Porto Nobre;Vara 5;Banco Meridiano;7
VN;Porto Nobre;Vara 1;Banco Vantis;22
CV;Porto Nobre;Vara 5;Banco Aurora;10
LS;Monte Claro do Vale;Vara 1;Banco Aurora;14
VN;Vila Aurora;Vara 4;Banco Meridiano;11
TB;Porto Nobre;Vara 2;Banco Vantis;10
PN;Porto Nobre;Vara 6;Banco Meridiano;15
PN;Porto Nobre;Vara 5;Banco Aurora;18
PN;Porto Nobre;Vara 5;Banco Aurora;220
MR;Porto Nobre;Vara 6;Banco Vantis;42
VN;Porto Nobre;Vara 1;Banco Aurora;11
BC;Pedra Fria;Vara 1;Banco Meridiano;10
CV;Pedra Fria;Vara 3;Banco Aurora;8
PN;Porto Nobre;Vara 2;Banco Meridiano;17
VN;Porto Nobre;Vara 2;Crediluz;23
LS;Serra Nova;Vara 6;Banco Vantis;11
MR;Porto Nobre;Vara 4;Banco Solaris;33
SA;Lagoa Azul;Vara 5;Norvel Crédito;221
SA;Vila Aurora;Vara 6;Banco Vantis;13
SA;Porto Nobre;Vara 5;Banco Meridiano;17
TB;Alto Rubro;Vara 2;Banco Vantis;8
LS;Porto Nobre;Vara 1;Norvel Crédito;10
CV;Monte Claro do Vale;Vara 5;Banco Aurora;21
VN;Porto Nobre;Vara 1;Banco Meridiano;10
CV;Alto Rubro;Vara 1;Banco Meridiano;10
MR;Barra Limpa;Vara 5;Banco Vantis;111
SA;Lagoa Azul;Vara 5;Banco Vantis;13
VN;Porto Nobre;Vara 3;Banco Solaris;8
SA;Porto Nobre;Vara 6;Banco Solaris;13
SA;Vila Aurora;Vara 6;Banco Vantis;24
IL;Pedra Fria;Vara 2;Banco Vantis;13
PN;Porto Nobre;Vara 6;Banco Vantis;14
SA;Porto Nobre;Vara 3;Banco Aurora;11
TB;Barra Limpa;Vara 2;Norvel Crédito;8
CV;Lagoa Azul;Vara 6;Norvel Crédito;13
VN;Porto Nobre;Vara 2;Crediluz;30
LS;Porto Nobre;Vara 2;Banco Aurora;12
IL;Monte Claro do Vale;Vara 5;Banco Vantis;12
TB;Porto Nobre;Vara 6;Banco Vantis;7
VN;Pedra Fria;Vara 6;Banco Aurora;10
CV;Cruzeiro Novo;Vara 4;Banco Meridiano;9
VN;Porto Nobre;Vara 3;Banco Vantis;22
CV;Porto Nobre;Vara 1;Banco Meridiano;14
LS;Pedra Fria;Vara 1;Banco Vantis;5
CV;Porto Nobre;Vara 5;Banco Aurora;10
MR;Lagoa Azul;Vara 3;Banco Meridiano;41
IL;Porto Nobre;Vara 6;Banco Meridiano;22
CV;Serra Nova;Vara 4;Norvel Crédito;11
CV;Vila Aurora;Vara 5;Banco Solaris;10
LS;Porto Nobre;Vara 3;Banco Solaris;11
SA;Porto Nobre;Vara 6;Banco Aurora;16
PN;Lagoa Azul;Vara 1;Banco Meridiano;8
PN;Porto Nobre;Vara 5;Banco Vantis;12
MR;Serra Nova;Vara 5;Banco Meridiano;142
SA;Porto Nobre;Vara 4;Banco Aurora;13
VN;Porto Nobre;Vara 2;Banco Aurora;12
LS;Porto Nobre;Vara 3;Banco Aurora;14
SA;Alto Rubro;Vara 1;Crediluz;120
TB;Porto Nobre;Vara 1;Banco Vantis;12
SD;Porto Nobre;Vara 5;Banco Aurora;107
SA;Porto Nobre;Vara 4;Norvel Crédito;11
SD;Cruzeiro Novo;Vara 2;Banco Vantis;6
SA;Lagoa Azul;Vara 2;Banco Aurora;11
PN;Cruzeiro Novo;Vara 4;Banco Vantis;37
SA;Santa Elis;Vara 6;Banco Meridiano;11
PN;Porto Nobre;Vara 3;Banco Aurora;18
VN;Porto Nobre;Vara 3;Fin Âmbar;9
PN;Porto Nobre;Vara 5;Banco Aurora;15
SA;Santa Elis;Vara 2;Banco Meridiano;40
SA;Porto Nobre;Vara 5;Banco Meridiano;13
LS;Porto Nobre;Vara 4;Banco Meridiano;12
IL;Pedra Fria;Vara 2;Banco Solaris;10
VN;Santa Elis;Vara 6;Banco Meridiano;25
VN;Santa Elis;Vara 2;Banco Solaris;6
SA;Porto Nobre;Vara 3;Banco Vantis;5
SA;Porto Nobre;Vara 5;Banco Vantis;13
SA;Porto Nobre;Vara 2;Banco Meridiano;12
MR;Porto Nobre;Vara 2;Crediluz;84
CV;Porto Nobre;Vara 2;Banco Solaris;14
BC;Porto Nobre;Vara 5;Banco Aurora;6
LS;Porto Nobre;Vara 6;Banco Aurora;177
CV;Serra Nova;Vara 5;Banco Vantis;14
PN;Porto Nobre;Vara 6;Banco Aurora;79
VN;Alto Rubro;Vara 5;Banco Vantis;31
SA;Santa Elis;Vara 4;Banco Vantis;7
LS;Porto Nobre;Vara 4;Banco Aurora;8
SA;Porto Nobre;Vara 5;Banco Vantis;6
PN;Porto Nobre;Vara 1;Banco Meridiano;9
CV;Cruzeiro Novo;Vara 5;Banco Aurora;16
MR;Porto Nobre;Vara 3;Banco Meridiano;37
PN;Porto Nobre;Vara 1;Banco Aurora;19
MR;Serra Nova;Vara 2;Banco Aurora;56
CV;Alto Rubro;Vara 2;Banco Aurora;15
TB;Santa Elis;Vara 6;Banco Aurora;38
TB;Porto Nobre;Vara 2;Banco Meridiano;7
SA;Porto Nobre;Vara 6;Banco Vantis;12
SA;Porto Nobre;Vara 3;Banco Aurora;15
CV;Porto Nobre;Vara 1;Banco Meridiano;56
SD;Porto Nobre;Vara 1;Banco Aurora;15
VN;Alto Rubro;Vara 1;Banco Meridiano;12
CV;Porto Nobre;Vara 6;Banco Vantis;12
TB;Porto Nobre;Vara 5;Banco Meridiano;10
LS;Monte Claro do Vale;Vara 6;Banco Solaris;6
LS;Porto Nobre;Vara 4;Banco Meridiano;15
SA;Alto Rubro;Vara 3;Banco Meridiano;28
CV;Monte Claro do Vale;Vara 4;Banco Aurora;14
SD;Vila Aurora;Vara 6;Banco Aurora;43
SA;Porto Nobre;Vara 2;Banco Meridiano;48
VN;Porto Nobre;Vara 3;Banco Aurora;8
VN;Porto Nobre;Vara 1;Banco Aurora;15
PN;Porto Nobre;Vara 3;Banco Vantis;11
CV;Cruzeiro Novo;Vara 2;Crediluz;639
PN;Santa Elis;Vara 4;Banco Aurora;228
CV;Pedra Fria;Vara 5;Banco Meridiano;18
SA;Porto Nobre;Vara 3;Crediluz;95
TB;Lagoa Azul;Vara 4;Banco Aurora;17
CV;Porto Nobre;Vara 4;Crediluz;18
BC;Pedra Fria;Vara 6;Banco Aurora;6
SA;Cruzeiro Novo;Vara 2;Banco Aurora;13
CV;Cruzeiro Novo;Vara 4;Banco Vantis;10
CV;Barra Limpa;Vara 6;Banco Meridiano;10
PN;Porto Nobre;Vara 4;Banco Vantis;12
CV;Porto Nobre;Vara 5;Banco Aurora;21
LS;Porto Nobre;Vara 5;Banco Aurora;15
LS;Santa Elis;Vara 6;Banco Aurora;29
MR;Vila Aurora;Vara 5;Norvel Crédito;31
LS;Porto Nobre;Vara 3;Banco Aurora;15
LS;Porto Nobre;Vara 5;Banco Aurora;13
TB;Alto Rubro;Vara 6;Crediluz;31
SA;Barra Limpa;Vara 1;Banco Solaris;13
SA;Porto Nobre;Vara 6;Banco Meridiano;13
VN;Porto Nobre;Vara 3;Banco Meridiano;9
BC;Porto Nobre;Vara 6;Banco Meridiano;7
CV;Porto Nobre;Vara 4;Banco Cordilheira;12
VN;Serra Nova;Vara 5;Banco Meridiano;10
PN;Porto Nobre;Vara 3;Crediluz;35
SA;Serra Nova;Vara 2;Banco Aurora;17
CV;Porto Nobre;Vara 1;Banco Solaris;17
VN;Alto Rubro;Vara 2;Banco Solaris;13
PN;Serra Nova;Vara 2;Crediluz;38
PN;Serra Nova;Vara 3;Banco Solaris;10
LS;Monte Claro do Vale;Vara 1;Banco Meridiano;9
CV;Porto Nobre;Vara 2;Banco Vantis;9
LS;Porto Nobre;Vara 4;Banco Aurora;11
CV;Porto Nobre;Vara 6;Banco Aurora;10
SA;Alto Rubro;Vara 5;Banco Meridiano;64
TB;Porto Nobre;Vara 6;Banco Meridiano;7
IL;Alto Rubro;Vara 2;Crediluz;18
VN;Lagoa Azul;Vara 2;Banco Aurora;10
CV;Porto Nobre;Vara 3;Banco Solaris;7
PN;Porto Nobre;Vara 2;Banco Solaris;9
CV;Porto Nobre;Vara 6;Banco Aurora;9
CV;Porto Nobre;Vara 4;Norvel Crédito;15
SA;Porto Nobre;Vara 4;Banco Meridiano;14
VN;Cruzeiro Novo;Vara 3;Banco Meridiano;17
MR;Porto Nobre;Vara 4;Banco Aurora;38
PN;Porto Nobre;Vara 4;Banco Solaris;17
VN;Lagoa Azul;Vara 2;Banco Aurora;7
SD;Porto Nobre;Vara 4;Crediluz;13
TB;Porto Nobre;Vara 6;Norvel Crédito;12
SD;Porto Nobre;Vara 1;Banco Meridiano;16
LS;Barra Limpa;Vara 1;Banco Aurora;13
PN;Barra Limpa;Vara 1;Banco Meridiano;13
LS;Porto Nobre;Vara 3;Norvel Crédito;10
CV;Porto Nobre;Vara 6;Banco Aurora;11
BC;Vila Aurora;Vara 3;Banco Cordilheira;6
CV;Porto Nobre;Vara 1;Banco Vantis;15
TB;Porto Nobre;Vara 6;Banco Vantis;5
SA;Barra Limpa;Vara 4;Banco Aurora;14
SA;Porto Nobre;Vara 1;Banco Meridiano;38
LS;Porto Nobre;Vara 3;Banco Aurora;11
PN;Porto Nobre;Vara 6;Banco Vantis;10
MR;Pedra Fria;Vara 1;Banco Vantis;49
LS;Porto Nobre;Vara 2;Norvel Crédito;8
LS;Porto Nobre;Vara 6;Banco Vantis;23
MR;Alto Rubro;Vara 6;Norvel Crédito;54
LS;Cruzeiro Novo;Vara 3;Banco Solaris;13
MR;Santa Elis;Vara 5;Banco Solaris;34
VN;Porto Nobre;Vara 4;Banco Vantis;20
CV;Lagoa Azul;Vara 3;Crediluz;65
SD;Porto Nobre;Vara 6;Crediluz;35
PN;Serra Nova;Vara 2;Crediluz;17
TB;Monte Claro do Vale;Vara 5;Banco Vantis;6
CV;Porto Nobre;Vara 5;Crediluz;21
CV;Porto Nobre;Vara 1;Banco Vantis;41
LS;Santa Elis;Vara 2;Banco Solaris;6
CV;Pedra Fria;Vara 3;Banco Meridiano;12
SA;Porto Nobre;Vara 5;Banco Aurora;17
MR;Porto Nobre;Vara 3;Crediluz;77
SA;Cruzeiro Novo;Vara 1;Banco Vantis;12
LS;Porto Nobre;Vara 4;Crediluz;50
LS;Porto Nobre;Vara 1;Crediluz;12
SA;Vila Aurora;Vara 3;Banco Solaris;14
VN;Porto Nobre;Vara 6;Norvel Crédito;10
VN;Alto Rubro;Vara 6;Banco Meridiano;12
SA;Porto Nobre;Vara 6;Crediluz;30
PN;Porto Nobre;Vara 6;Crediluz;257
CV;Santa Elis;Vara 5;Banco Meridiano;15
SA;Porto Nobre;Vara 5;Crediluz;21
VN;Barra Limpa;Vara 5;Banco Aurora;36
LS;Cruzeiro Novo;Vara 1;Crediluz;17
BC;Pedra Fria;Vara 5;Banco Aurora;65
VN;Porto Nobre;Vara 3;Banco Solaris;13
LS;Pedra Fria;Vara 6;Banco Meridiano;14
LS;Porto Nobre;Vara 4;Banco Aurora;12
SA;Porto Nobre;Vara 3;Banco Meridiano;13
VN;Porto Nobre;Vara 2;Banco Meridiano;12
SA;Porto Nobre;Vara 1;Banco Aurora;7
CV;Porto Nobre;Vara 4;Banco Aurora;9
PN;Monte Claro do Vale;Vara 3;Banco Vantis;11
LS;Lagoa Azul;Vara 6;Banco Vantis;15
TB;Porto Nobre;Vara 5;Banco Meridiano;18
PN;Porto Nobre;Vara 3;Crediluz;25
VN;Porto Nobre;Vara 5;Banco Vantis;17
BC;Lagoa Azul;Vara 2;Banco Aurora;13
TB;Porto Nobre;Vara 5;Banco Solaris;9
VN;Porto Nobre;Vara 1;Banco Aurora;9
LS;Porto Nobre;Vara 3;Banco Aurora;6
CV;Porto Nobre;Vara 3;Banco Meridiano;22
MR;Porto Nobre;Vara 3;Banco Aurora;36
SA;Porto Nobre;Vara 4;Banco Aurora;15
SA;Porto Nobre;Vara 4;Banco Meridiano;10
SD;Monte Claro do Vale;Vara 6;Banco Aurora;8
CV;Barra Limpa;Vara 4;Banco Meridiano;19
SA;Porto Nobre;Vara 3;Banco Solaris;15
TB;Porto Nobre;Vara 2;Banco Vantis;7
PN;Alto Rubro;Vara 5;Banco Aurora;13
SA;Serra Nova;Vara 5;Norvel Crédito;8
MR;Porto Nobre;Vara 4;Banco Vantis;43
MR;Porto Nobre;Vara 4;Banco Meridiano;1141
VN;Cruzeiro Novo;Vara 5;Crediluz;23
VN;Porto Nobre;Vara 6;Banco Vantis;17
SA;Barra Limpa;Vara 3;Banco Aurora;40
BC;Barra Limpa;Vara 4;Banco Meridiano;180
CV;Porto Nobre;Vara 6;Banco Vantis;10
VN;Porto Nobre;Vara 1;Norvel Crédito;14
TB;Barra Limpa;Vara 3;Banco Meridiano;14
VN;Cruzeiro Novo;Vara 5;Banco Meridiano;10
SA;Porto Nobre;Vara 2;Banco Meridiano;10
TB;Vila Aurora;Vara 1;Banco Meridiano;8
SD;Lagoa Azul;Vara 2;Crediluz;13
TB;Porto Nobre;Vara 1;Banco Meridiano;191
SA;Porto Nobre;Vara 2;Banco Meridiano;35
VN;Santa Elis;Vara 1;Banco Meridiano;7
MR;Alto Rubro;Vara 1;Banco Solaris;24
MR;Porto Nobre;Vara 2;Banco Solaris;43
CV;Porto Nobre;Vara 2;Banco Meridiano;9
LS;Porto Nobre;Vara 1;Banco Meridiano;6
LS;Porto Nobre;Vara 1;Banco Aurora;14
PN;Monte Claro do Vale;Vara 1;Banco Meridiano;18
VN;Monte Claro do Vale;Vara 4;Banco Vantis;27
SA;Pedra Fria;Vara 1;Banco Aurora;14
IL;Vila Aurora;Vara 1;Banco Aurora;12
CV;Monte Claro do Vale;Vara 6;Crediluz;117
SA;Porto Nobre;Vara 3;Banco Cordilheira;18
PN;Porto Nobre;Vara 4;Crediluz;84
IL;Porto Nobre;Vara 4;Norvel Crédito;17
SA;Porto Nobre;Vara 4;Banco Aurora;11
CV;Barra Limpa;Vara 2;Banco Meridiano;48
PN;Vila Aurora;Vara 1;Banco Meridiano;17
IL;Porto Nobre;Vara 3;Banco Aurora;227
SA;Barra Limpa;Vara 3;Crediluz;16
TB;Serra Nova;Vara 6;Banco Meridiano;16
CV;Barra Limpa;Vara 3;Banco Meridiano;20
VN;Porto Nobre;Vara 6;Banco Aurora;7
BC;Porto Nobre;Vara 1;Banco Vantis;8
PN;Vila Aurora;Vara 6;Banco Aurora;282
CV;Porto Nobre;Vara 2;Crediluz;29
SA;Porto Nobre;Vara 5;Banco Meridiano;15
CV;Porto Nobre;Vara 6;Crediluz;24
LS;Cruzeiro Novo;Vara 1;Banco Vantis;5
CV;Pedra Fria;Vara 5;Banco Aurora;33
BC;Porto Nobre;Vara 6;Banco Vantis;9
LS;Santa Elis;Vara 1;Banco Meridiano;6
LS;Alto Rubro;Vara 4;Norvel Crédito;14
CV;Porto Nobre;Vara 5;Crediluz;43
SA;Monte Claro do Vale;Vara 4;Banco Vantis;8
LS;Porto Nobre;Vara 6;Banco Meridiano;9
SA;Porto Nobre;Vara 1;Banco Meridiano;7
CV;Porto Nobre;Vara 6;Banco Meridiano;16
SA;Porto Nobre;Vara 2;Norvel Crédito;13
BC;Porto Nobre;Vara 3;Banco Aurora;9
CV;Lagoa Azul;Vara 6;Banco Solaris;17
VN;Vila Aurora;Vara 1;Banco Meridiano;10
SA;Porto Nobre;Vara 6;Banco Aurora;17
TB;Cruzeiro Novo;Vara 6;Banco Meridiano;38
SA;Barra Limpa;Vara 3;Banco Vantis;13
LS;Porto Nobre;Vara 5;Banco Aurora;23
IL;Porto Nobre;Vara 5;Banco Vantis;7
SD;Porto Nobre;Vara 2;Banco Aurora;7
TB;Porto Nobre;Vara 6;Banco Aurora;17
VN;Porto Nobre;Vara 5;Banco Meridiano;8
PN;Monte Claro do Vale;Vara 6;Norvel Crédito;211
SD;Porto Nobre;Vara 3;Banco Aurora;11
VN;Porto Nobre;Vara 1;Banco Aurora;15
SA;Porto Nobre;Vara 2;Banco Aurora;10
SA;Alto Rubro;Vara 3;Banco Meridiano;59
SA;Porto Nobre;Vara 2;Banco Solaris;12
SA;Porto Nobre;Vara 5;Banco Solaris;15
SA;Alto Rubro;Vara 5;Banco Aurora;44
CV;Pedra Fria;Vara 5;Banco Aurora;8
VN;Lagoa Azul;Vara 6;Crediluz;378
CV;Porto Nobre;Vara 1;Crediluz;32
SD;Lagoa Azul;Vara 2;Banco Meridiano;14
PN;Porto Nobre;Vara 2;Banco Aurora;13
VN;Serra Nova;Vara 4;Banco Aurora;6
VN;Pedra Fria;Vara 5;Banco Aurora;16
SA;Porto Nobre;Vara 2;Banco Aurora;7
TB;Porto Nobre;Vara 6;Banco Aurora;11
SA;Porto Nobre;Vara 4;Banco Vantis;9
VN;Vila Aurora;Vara 5;Banco Meridiano;14
LS;Santa Elis;Vara 3;Banco Aurora;13
MR;Porto Nobre;Vara 1;Banco Cordilheira;1088
VN;Porto Nobre;Vara 3;Banco Solaris;11
CV;Porto Nobre;Vara 4;Banco Aurora;9
SA;Pedra Fria;Vara 1;Banco Meridiano;19
SA;Vila Aurora;Vara 6;Banco Aurora;17
LS;Lagoa Azul;Vara 3;Banco Aurora;10
VN;Pedra Fria;Vara 6;Banco Aurora;39
LS;Porto Nobre;Vara 1;Banco Aurora;14
PN;Porto Nobre;Vara 3;Banco Aurora;13
VN;Vila Aurora;Vara 2;Banco Aurora;12
SD;Santa Elis;Vara 4;Crediluz;31
LS;Vila Aurora;Vara 4;Banco Meridiano;8
PN;Vila Aurora;Vara 4;Crediluz;26
SA;Porto Nobre;Vara 5;Banco Vantis;7
VN;Santa Elis;Vara 2;Banco Aurora;7
SA;Serra Nova;Vara 2;Banco Aurora;17
VN;Porto Nobre;Vara 5;Banco Aurora;7
VN;Porto Nobre;Vara 2;Banco Meridiano;15
SA;Porto Nobre;Vara 1;Banco Aurora;13
VN;Porto Nobre;Vara 1;Banco Aurora;13
TB;Porto Nobre;Vara 5;Banco Cordilheira;8
SA;Porto Nobre;Vara 5;Banco Vantis;11
SA;Porto Nobre;Vara 6;Crediluz;32
SA;Lagoa Azul;Vara 3;Norvel Crédito;12
VN;Cruzeiro Novo;Vara 4;Banco Aurora;7
SD;Pedra Fria;Vara 5;Banco Solaris;21
PN;Pedra Fria;Vara 4;Banco Solaris;8
LS;Porto Nobre;Vara 2;Banco Aurora;6
SA;Porto Nobre;Vara 4;Crediluz;16
CV;Porto Nobre;Vara 3;Banco Vantis;15
LS;Porto Nobre;Vara 1;Crediluz;15
SA;Vila Aurora;Vara 1;Banco Meridiano;13
LS;Porto Nobre;Vara 3;Banco Aurora;10
VN;Porto Nobre;Vara 6;Banco Aurora;13
CV;Porto Nobre;Vara 2;Banco Aurora;18
LS;Porto Nobre;Vara 3;Banco Solaris;9
CV;Porto Nobre;Vara 2;Banco Solaris;16
MR;Vila Aurora;Vara 5;Banco Aurora;124
SA;Porto Nobre;Vara 5;Banco Meridiano;35
SA;Santa Elis;Vara 3;Banco Vantis;11
PN;Porto Nobre;Vara 1;Crediluz;35
SA;Vila Aurora;Vara 1;Norvel Crédito;9
SA;Pedra Fria;Vara 3;Crediluz;28
CV;Monte Claro do Vale;Vara 2;Banco Aurora;16
VN;Porto Nobre;Vara 3;Banco Meridiano;8
CV;Serra Nova;Vara 4;Banco Meridiano;20
SA;Porto Nobre;Vara 4;Banco Solaris;8
BC;Porto Nobre;Vara 3;Banco Aurora;8
PN;Monte Claro do Vale;Vara 2;Banco Vantis;13
TB;Porto Nobre;Vara 3;Norvel Crédito;14
SA;Porto Nobre;Vara 2;Banco Aurora;15
PN;Monte Claro do Vale;Vara 4;Banco Meridiano;30
CV;Porto Nobre;Vara 1;Banco Vantis;9
BC;Porto Nobre;Vara 3;Banco Aurora;11
CV;Porto Nobre;Vara 4;Banco Meridiano;19
BC;Porto Nobre;Vara 4;Banco Aurora;9
IL;Porto Nobre;Vara 2;Banco Solaris;14
CV;Porto Nobre;Vara 1;Crediluz;21
SA;Porto Nobre;Vara 6;Norvel Crédito;8
PN;Pedra Fria;Vara 2;Banco Aurora;14
MR;Porto Nobre;Vara 2;Banco Solaris;64
LS;Barra Limpa;Vara 1;Banco Meridiano;9
LS;Porto Nobre;Vara 6;Banco Vantis;5
